TransactionID,ClientID,ChannelID,Amount,PaymentMethod,PaymentDate,Month
TXN06046,6,4,4946.98,Credit Card,2024-04-16,Apr 2024
TXN06047,2,2,9096.38,PayPal,2024-04-21,Apr 2024
TXN06048,5,2,4289.41,Credit Card,2024-02-09,Feb 2024
TXN06049,3,4,7026.67,Credit Card,2024-02-04,Feb 2024
TXN06050,5,1,4656.69,Credit Card,2024-04-06,Apr 2024
TXN06051,4,4,1208.05,PayPal,2024-03-28,Mar 2024
TXN06052,6,4,7422.04,PayPal,2024-01-09,Jan 2024
TXN06053,1,2,1205.57,PayPal,2024-05-18,May 2024
TXN06054,5,4,9709.43,PayNow,2024-04-06,Apr 2024
TXN06055,3,4,6035.02,Bank Transfer,2024-01-17,Jan 2024
TXN06056,3,3,1768.59,PayNow,2024-02-01,Feb 2024
TXN06057,6,3,1290.46,PayPal,2024-03-01,Mar 2024
TXN06058,2,5,6237.34,PayNow,2024-01-05,Jan 2024
TXN06059,1,5,4679.92,Credit Card,2024-05-22,May 2024
TXN06060,1,5,7904.72,PayPal,2024-04-30,Apr 2024
TXN06061,2,3,2120.23,PayPal,2024-05-04,May 2024
TXN06062,2,1,4977.31,PayNow,2024-04-29,Apr 2024
TXN06063,5,2,2636.89,PayNow,2024-01-15,Jan 2024
TXN06064,7,4,7144.19,PayNow,2024-04-23,Apr 2024
TXN06065,2,1,3611.47,Credit Card,2024-04-15,Apr 2024
TXN06066,1,5,9288.96,Credit Card,2024-01-24,Jan 2024
TXN06067,1,1,5215.44,PayNow,2024-04-30,Apr 2024
TXN06068,3,1,4036.13,Bank Transfer,2024-01-08,Jan 2024
TXN06069,5,5,4998.78,Bank Transfer,2024-03-30,Mar 2024
TXN06070,1,1,613.57,Bank Transfer,2024-02-14,Feb 2024
TXN06071,6,5,8010.28,PayPal,2024-04-30,Apr 2024
TXN06072,8,3,6580.04,PayPal,2024-03-09,Mar 2024
TXN06073,8,3,2916.85,Bank Transfer,2024-03-23,Mar 2024
TXN06074,3,4,6799.51,PayNow,2024-03-29,Mar 2024
TXN06075,1,3,1292.12,PayNow,2024-02-12,Feb 2024
TXN06076,6,2,4687.68,Credit Card,2024-01-29,Jan 2024
TXN06077,2,2,2764.38,Bank Transfer,2024-04-03,Apr 2024
TXN06078,7,4,7544.81,PayPal,2024-04-23,Apr 2024
TXN06079,2,4,7787.66,Credit Card,2024-04-07,Apr 2024
TXN06080,6,3,5215.84,Credit Card,2024-05-15,May 2024
TXN06081,5,5,6744.34,PayNow,2024-04-27,Apr 2024
TXN06082,5,5,7374.08,Credit Card,2024-05-13,May 2024
TXN06083,5,5,6316.61,Credit Card,2024-03-11,Mar 2024
TXN06084,6,5,4307.29,PayNow,2024-02-24,Feb 2024
TXN06085,6,4,2927.17,PayNow,2024-01-12,Jan 2024
TXN06086,7,2,2235.24,PayNow,2024-01-07,Jan 2024
TXN06087,6,2,9753.14,Credit Card,2024-03-03,Mar 2024
TXN06088,2,1,7069.01,Credit Card,2024-01-25,Jan 2024
TXN06089,6,1,9640.52,PayNow,2024-05-12,May 2024
TXN06090,7,5,6292.04,PayNow,2024-04-15,Apr 2024
TXN06091,3,1,2806.25,PayPal,2024-02-26,Feb 2024
TXN06092,4,1,8277.98,PayPal,2024-01-31,Jan 2024
TXN06093,5,5,578.98,Credit Card,2024-02-20,Feb 2024
TXN06094,3,4,3014.62,PayNow,2024-02-09,Feb 2024
TXN06095,3,1,3681.99,PayNow,2024-05-06,May 2024
TXN06096,3,5,5411.9,PayPal,2024-03-16,Mar 2024
TXN06097,2,5,1838.61,Credit Card,2024-05-20,May 2024
TXN06098,8,3,6284.08,PayNow,2024-03-13,Mar 2024
TXN06099,5,4,546.74,Bank Transfer,2024-04-24,Apr 2024
TXN06100,4,4,9604.9,PayPal,2024-05-29,May 2024
TXN06101,5,4,9873.33,Bank Transfer,2024-05-20,May 2024
TXN06102,5,4,1245.97,Bank Transfer,2024-01-21,Jan 2024
TXN06103,6,5,950.48,PayNow,2024-05-07,May 2024
TXN06104,3,5,8405.71,Bank Transfer,2024-03-29,Mar 2024
TXN06105,8,4,6386.9,PayPal,2024-04-18,Apr 2024
TXN06106,8,4,3641.11,PayNow,2024-05-30,May 2024
TXN06107,5,4,7705.67,Credit Card,2024-03-25,Mar 2024
TXN06108,5,1,1597.69,Bank Transfer,2024-03-01,Mar 2024
TXN06109,4,4,9949.85,Credit Card,2024-05-28,May 2024
TXN06110,7,2,7106.11,PayNow,2024-03-25,Mar 2024
TXN06111,4,3,4080.33,Bank Transfer,2024-01-17,Jan 2024
TXN06112,1,1,1955.32,PayNow,2024-05-12,May 2024
TXN06113,5,3,5045.91,Bank Transfer,2024-05-15,May 2024
TXN06114,6,4,1628.87,Credit Card,2024-04-18,Apr 2024
TXN06115,7,5,8131.52,Bank Transfer,2024-04-02,Apr 2024
TXN06116,4,1,9677.84,PayPal,2024-02-03,Feb 2024
TXN06117,7,3,6326.25,Credit Card,2024-01-08,Jan 2024
TXN06118,4,1,4098.29,Bank Transfer,2024-03-21,Mar 2024
TXN06119,8,3,2792.09,Credit Card,2024-02-03,Feb 2024
TXN06120,8,2,8180.05,PayPal,2024-02-24,Feb 2024
TXN06121,7,2,3200.55,PayPal,2024-01-18,Jan 2024
TXN06122,7,2,8684.99,Credit Card,2024-03-31,Mar 2024
TXN06123,2,2,5664.26,Credit Card,2024-02-03,Feb 2024
TXN06124,3,5,9088.75,Credit Card,2024-05-05,May 2024
TXN06125,7,1,3530.02,PayNow,2024-04-11,Apr 2024
TXN06126,6,5,4312.73,Bank Transfer,2024-03-29,Mar 2024
TXN06127,7,3,7232.18,PayNow,2024-03-31,Mar 2024
TXN06128,1,2,6470.55,Bank Transfer,2024-01-21,Jan 2024
TXN06129,3,1,9412.35,PayPal,2024-03-27,Mar 2024
TXN06130,1,3,8424.72,PayNow,2024-04-20,Apr 2024
TXN06131,5,2,5600.14,Bank Transfer,2024-04-09,Apr 2024
TXN06132,5,4,8892.57,PayNow,2024-05-16,May 2024
TXN06133,1,2,1252.8,Bank Transfer,2024-02-09,Feb 2024
TXN06134,8,1,8030.36,Bank Transfer,2024-02-12,Feb 2024
TXN06135,3,1,2475.86,PayPal,2024-02-23,Feb 2024
TXN06136,7,3,1704.37,PayPal,2024-04-07,Apr 2024
TXN06137,7,2,4561.02,PayNow,2024-05-03,May 2024
TXN06138,8,2,5527.25,PayPal,2024-02-17,Feb 2024
TXN06139,4,2,559.78,PayPal,2024-01-08,Jan 2024
TXN06140,4,3,4657.5,Credit Card,2024-04-24,Apr 2024
TXN06141,7,2,6825.46,Bank Transfer,2024-01-02,Jan 2024
TXN06142,5,3,8226.03,PayNow,2024-02-26,Feb 2024
TXN06143,4,3,8961.72,Bank Transfer,2024-05-02,May 2024
TXN06144,3,4,5247.2,Credit Card,2024-02-19,Feb 2024
TXN06145,5,3,2523.17,PayNow,2024-01-15,Jan 2024
TXN06146,8,2,1078.51,Bank Transfer,2024-05-29,May 2024
TXN06147,4,2,2117.05,PayNow,2024-04-28,Apr 2024
TXN06148,1,3,7237.26,PayNow,2024-04-24,Apr 2024
TXN06149,3,3,3750.74,PayNow,2024-01-11,Jan 2024
TXN06150,4,5,8059.76,PayPal,2024-04-15,Apr 2024
TXN06151,5,1,1487.99,PayPal,2024-01-10,Jan 2024
TXN06152,2,3,7992.79,PayPal,2024-05-22,May 2024
TXN06153,7,4,2712.04,PayPal,2024-03-14,Mar 2024
TXN06154,7,5,596.51,PayNow,2024-03-28,Mar 2024
TXN06155,5,4,5244.88,Bank Transfer,2024-05-11,May 2024
TXN06156,3,2,6424.2,Credit Card,2024-02-23,Feb 2024
TXN06157,5,5,6221.73,PayNow,2024-02-11,Feb 2024
TXN06158,8,4,775.57,PayPal,2024-05-16,May 2024
TXN06159,4,5,2986.82,PayNow,2024-02-11,Feb 2024
TXN06160,5,2,4506.59,Credit Card,2024-05-29,May 2024
TXN06161,7,1,6543.71,PayNow,2024-05-04,May 2024
TXN06162,1,1,1723.35,Credit Card,2024-02-22,Feb 2024
TXN06163,4,5,5360.7,Credit Card,2024-02-27,Feb 2024
TXN06164,8,1,8737.88,PayPal,2024-03-02,Mar 2024
TXN06165,4,2,3880.61,Credit Card,2024-02-06,Feb 2024
TXN06166,2,1,5637.96,Credit Card,2024-03-23,Mar 2024
TXN06167,6,2,2463.71,PayNow,2024-01-30,Jan 2024
TXN06168,6,4,4854.65,Bank Transfer,2024-02-20,Feb 2024
TXN06169,8,2,5359.19,PayPal,2024-04-25,Apr 2024
TXN06170,6,4,3975.24,PayPal,2024-01-19,Jan 2024
TXN06171,8,5,6843.97,PayNow,2024-04-04,Apr 2024
TXN06172,8,3,5899.29,PayNow,2024-03-31,Mar 2024
TXN06173,1,3,3580.0,Bank Transfer,2024-04-04,Apr 2024
TXN06174,3,5,7245.7,Credit Card,2024-04-09,Apr 2024
TXN06175,2,3,5382.49,PayNow,2024-04-23,Apr 2024
TXN06176,4,5,3777.25,Bank Transfer,2024-01-20,Jan 2024
TXN06177,3,3,1862.42,Credit Card,2024-03-21,Mar 2024
TXN06178,3,1,4246.4,PayNow,2024-04-26,Apr 2024
TXN06179,2,5,6476.95,Bank Transfer,2024-01-25,Jan 2024
TXN06180,5,3,5168.55,PayNow,2024-01-24,Jan 2024
TXN06181,3,1,8136.39,Credit Card,2024-03-22,Mar 2024
TXN06182,8,4,7767.83,PayNow,2024-02-04,Feb 2024
TXN06183,4,1,5372.46,Bank Transfer,2024-04-28,Apr 2024
TXN06184,1,2,8314.08,PayNow,2024-03-17,Mar 2024
TXN06185,3,1,7964.85,PayNow,2024-03-02,Mar 2024
TXN06186,1,2,6036.12,PayPal,2024-03-14,Mar 2024
TXN06187,5,1,5970.81,Credit Card,2024-02-29,Feb 2024
TXN06188,2,5,9061.19,PayNow,2024-02-15,Feb 2024
TXN06189,6,4,5930.9,Credit Card,2024-02-12,Feb 2024
TXN06190,5,4,6273.93,PayNow,2024-01-07,Jan 2024
TXN06191,3,2,9090.26,PayNow,2024-01-23,Jan 2024
TXN06192,7,1,1320.27,Credit Card,2024-03-18,Mar 2024
TXN06193,4,3,7539.64,Bank Transfer,2024-01-30,Jan 2024
TXN06194,6,4,1152.24,Bank Transfer,2024-03-08,Mar 2024
TXN06195,3,4,4561.43,PayPal,2024-04-20,Apr 2024
TXN06196,3,4,2772.56,Bank Transfer,2024-01-23,Jan 2024
TXN06197,2,2,746.24,Bank Transfer,2024-01-30,Jan 2024
TXN06198,4,5,1294.04,Bank Transfer,2024-01-23,Jan 2024
TXN06199,2,3,6124.6,PayNow,2024-01-11,Jan 2024
TXN06200,1,2,6371.66,Credit Card,2024-05-23,May 2024
TXN06201,2,5,4108.54,PayPal,2024-05-22,May 2024
TXN06202,6,2,2288.43,Credit Card,2024-03-18,Mar 2024
TXN06203,1,5,1963.76,Bank Transfer,2024-05-27,May 2024
TXN06204,6,4,9660.14,Bank Transfer,2024-02-19,Feb 2024
TXN06205,8,2,2718.29,PayPal,2024-01-25,Jan 2024
TXN06206,8,1,9921.16,Credit Card,2024-04-12,Apr 2024
TXN06207,2,1,8653.45,Bank Transfer,2024-05-03,May 2024
TXN06208,2,5,1593.94,PayPal,2024-05-20,May 2024
TXN06209,1,3,8224.83,Credit Card,2024-03-15,Mar 2024
TXN06210,4,2,7926.35,Credit Card,2024-01-29,Jan 2024
TXN06211,5,3,6128.12,PayPal,2024-03-04,Mar 2024
TXN06212,8,1,2932.97,PayPal,2024-01-08,Jan 2024
TXN06213,6,1,8350.58,PayPal,2024-04-10,Apr 2024
TXN06214,6,2,3902.01,PayPal,2024-04-26,Apr 2024
TXN06215,4,1,8342.34,Bank Transfer,2024-02-08,Feb 2024
TXN06216,7,1,8434.86,PayPal,2024-01-31,Jan 2024
TXN06217,2,1,6697.07,Credit Card,2024-05-08,May 2024
TXN06218,8,1,9564.01,PayPal,2024-03-21,Mar 2024
TXN06219,1,4,4289.91,PayPal,2024-02-22,Feb 2024
TXN06220,1,3,6141.18,PayNow,2024-01-06,Jan 2024
TXN06221,7,4,7020.98,Bank Transfer,2024-04-13,Apr 2024
TXN06222,4,2,7055.21,Credit Card,2024-02-05,Feb 2024
TXN06223,8,1,7550.8,PayNow,2024-01-08,Jan 2024
TXN06224,1,1,6009.98,Credit Card,2024-05-13,May 2024
TXN06225,1,5,4498.13,Bank Transfer,2024-03-11,Mar 2024
TXN06226,4,3,2547.18,Credit Card,2024-02-16,Feb 2024
TXN06227,6,5,7894.0,PayNow,2024-04-13,Apr 2024
TXN06228,4,5,8815.08,Bank Transfer,2024-03-14,Mar 2024
TXN06229,8,3,6197.9,Credit Card,2024-03-03,Mar 2024
TXN06230,8,2,1850.34,PayNow,2024-05-27,May 2024
TXN06231,3,3,5728.89,PayNow,2024-05-18,May 2024
TXN06232,6,3,9989.89,Credit Card,2024-03-11,Mar 2024
TXN06233,2,5,9570.75,Credit Card,2024-02-24,Feb 2024
TXN06234,5,5,8688.35,Bank Transfer,2024-02-24,Feb 2024
TXN06235,8,5,5827.54,Bank Transfer,2024-04-19,Apr 2024
TXN06236,8,2,4265.6,Bank Transfer,2024-05-20,May 2024
TXN06237,4,5,661.44,PayNow,2024-02-07,Feb 2024
TXN06238,7,3,4670.27,PayNow,2024-03-01,Mar 2024
TXN06239,7,3,5413.98,PayPal,2024-04-15,Apr 2024
TXN06240,2,4,2693.44,Credit Card,2024-03-09,Mar 2024
TXN06241,1,4,2665.86,PayPal,2024-02-03,Feb 2024
TXN06242,6,2,5963.33,PayPal,2024-03-26,Mar 2024
TXN06243,1,1,2971.41,PayNow,2024-04-12,Apr 2024
TXN06244,2,1,7618.32,PayNow,2024-01-02,Jan 2024
TXN06245,2,3,4674.42,Credit Card,2024-03-05,Mar 2024
TXN06246,4,4,8970.51,Credit Card,2024-03-20,Mar 2024
TXN06247,7,1,1468.79,PayPal,2024-04-16,Apr 2024
TXN06248,4,4,1223.22,Bank Transfer,2024-01-08,Jan 2024
TXN06249,1,3,3746.1,PayNow,2024-04-12,Apr 2024
TXN06250,6,3,2166.77,PayPal,2024-04-07,Apr 2024
TXN06251,4,4,5312.29,PayNow,2024-05-08,May 2024
TXN06252,8,4,1350.3,PayNow,2024-02-29,Feb 2024
TXN06253,4,3,8834.21,PayNow,2024-01-07,Jan 2024
TXN06254,5,3,8552.2,PayNow,2024-03-21,Mar 2024
TXN06255,7,1,584.23,Credit Card,2024-04-15,Apr 2024
TXN06256,2,5,9575.17,Bank Transfer,2024-01-23,Jan 2024
TXN06257,8,2,9586.38,PayPal,2024-02-08,Feb 2024
TXN06258,8,3,7026.4,Credit Card,2024-05-30,May 2024
TXN06259,4,4,8079.5,Bank Transfer,2024-04-23,Apr 2024
TXN06260,6,1,9451.86,PayNow,2024-05-16,May 2024
TXN06261,1,5,2339.95,Credit Card,2024-04-25,Apr 2024
TXN06262,2,4,6988.2,PayNow,2024-05-26,May 2024
TXN06263,2,1,2295.27,PayNow,2024-01-09,Jan 2024
TXN06264,4,3,8254.34,PayNow,2024-01-05,Jan 2024
TXN06265,5,2,8780.25,PayPal,2024-05-23,May 2024
TXN06266,1,1,7064.76,Bank Transfer,2024-04-28,Apr 2024
TXN06267,6,5,3686.15,Credit Card,2024-05-04,May 2024
TXN06268,3,5,9569.23,PayNow,2024-03-19,Mar 2024
TXN06269,7,4,5972.74,PayNow,2024-03-13,Mar 2024
TXN06270,2,4,8504.41,PayNow,2024-02-05,Feb 2024
TXN06271,3,4,3756.55,Credit Card,2024-04-21,Apr 2024
TXN06272,2,4,9685.01,Credit Card,2024-01-04,Jan 2024
TXN06273,4,3,3407.31,PayNow,2024-04-24,Apr 2024
TXN06274,3,2,3473.92,Credit Card,2024-03-22,Mar 2024
TXN06275,4,5,2665.55,Bank Transfer,2024-04-14,Apr 2024
TXN06276,5,5,6257.37,Credit Card,2024-04-18,Apr 2024
TXN06277,1,1,4727.08,PayPal,2024-01-12,Jan 2024
TXN06278,2,2,6989.34,PayNow,2024-05-22,May 2024
TXN06279,8,4,9544.37,Bank Transfer,2024-03-27,Mar 2024
TXN06280,5,5,3366.49,PayNow,2024-01-11,Jan 2024
TXN06281,5,2,6442.38,Bank Transfer,2024-01-24,Jan 2024
TXN06282,6,2,7978.17,Bank Transfer,2024-03-21,Mar 2024
TXN06283,8,2,6907.78,PayPal,2024-02-24,Feb 2024
TXN06284,7,4,5950.89,Credit Card,2024-04-01,Apr 2024
TXN06285,1,2,4438.28,PayNow,2024-02-23,Feb 2024
TXN06286,5,4,9530.56,PayPal,2024-04-06,Apr 2024
TXN06287,2,3,5417.7,Bank Transfer,2024-01-25,Jan 2024
TXN06288,8,1,6913.79,PayNow,2024-01-17,Jan 2024
TXN06289,1,4,7413.35,Credit Card,2024-01-19,Jan 2024
TXN06290,7,1,1222.63,PayPal,2024-01-30,Jan 2024
TXN06291,5,4,7269.36,Credit Card,2024-03-06,Mar 2024
TXN06292,4,1,7703.36,PayPal,2024-01-27,Jan 2024
TXN06293,5,2,7448.82,PayNow,2024-04-02,Apr 2024
TXN06294,4,5,9213.84,PayNow,2024-05-05,May 2024
TXN06295,4,4,9999.89,PayPal,2024-02-17,Feb 2024
TXN06296,8,4,544.95,PayPal,2024-03-15,Mar 2024
TXN06297,2,2,3736.05,Bank Transfer,2024-05-23,May 2024
TXN06298,2,2,1322.19,Credit Card,2024-03-26,Mar 2024
TXN06299,3,2,4358.7,Credit Card,2024-05-20,May 2024
TXN06300,7,4,7416.12,Bank Transfer,2024-04-14,Apr 2024
TXN06301,7,3,9150.36,Bank Transfer,2024-05-18,May 2024
TXN06302,4,5,6642.58,PayNow,2024-05-20,May 2024
TXN06303,2,4,3420.67,Bank Transfer,2024-04-27,Apr 2024
TXN06304,1,1,2294.66,PayPal,2024-01-28,Jan 2024
TXN06305,1,4,943.11,Bank Transfer,2024-01-03,Jan 2024
TXN06306,1,5,6499.38,PayPal,2024-05-04,May 2024
TXN06307,4,2,847.55,Credit Card,2024-04-21,Apr 2024
TXN06308,4,3,5293.77,Bank Transfer,2024-05-26,May 2024
TXN06309,8,3,5637.84,PayPal,2024-04-21,Apr 2024
TXN06310,7,3,1063.02,PayPal,2024-02-15,Feb 2024
TXN06311,5,3,4252.19,PayPal,2024-03-14,Mar 2024
TXN06312,7,4,4254.09,PayNow,2024-02-04,Feb 2024
TXN06313,3,5,1478.15,PayNow,2024-01-23,Jan 2024
TXN06314,8,5,3825.24,Credit Card,2024-05-07,May 2024
TXN06315,5,3,7764.78,Bank Transfer,2024-02-19,Feb 2024
TXN06316,3,4,9762.2,PayPal,2024-01-16,Jan 2024
TXN06317,1,2,1687.57,PayPal,2024-02-27,Feb 2024
TXN06318,6,2,9553.79,PayNow,2024-03-06,Mar 2024
TXN06319,4,2,596.04,Credit Card,2024-04-23,Apr 2024
TXN06320,5,1,7458.19,Bank Transfer,2024-04-28,Apr 2024
TXN06321,2,4,5391.93,Bank Transfer,2024-03-26,Mar 2024
TXN06322,5,4,4297.26,PayPal,2024-02-08,Feb 2024
TXN06323,2,2,3754.68,Bank Transfer,2024-04-04,Apr 2024
TXN06324,1,1,7341.16,PayNow,2024-05-03,May 2024
TXN06325,7,4,6204.55,Bank Transfer,2024-02-23,Feb 2024
TXN06326,3,4,4627.52,Bank Transfer,2024-02-19,Feb 2024
TXN06327,3,2,5561.51,PayNow,2024-03-07,Mar 2024
TXN06328,3,5,2693.34,Bank Transfer,2024-04-12,Apr 2024
TXN06329,8,2,2269.27,Bank Transfer,2024-02-26,Feb 2024
TXN06330,1,2,8194.17,PayPal,2024-01-27,Jan 2024
TXN06331,1,5,7082.8,PayNow,2024-01-14,Jan 2024
TXN06332,4,3,9388.25,Credit Card,2024-02-06,Feb 2024
TXN06333,8,1,3037.43,Bank Transfer,2024-02-22,Feb 2024
TXN06334,4,1,6506.43,Bank Transfer,2024-02-29,Feb 2024
TXN06335,5,3,4286.92,Credit Card,2024-05-16,May 2024
TXN06336,6,4,8963.09,Credit Card,2024-02-02,Feb 2024
TXN06337,8,2,4678.94,PayNow,2024-03-09,Mar 2024
TXN06338,8,4,5927.98,PayPal,2024-01-30,Jan 2024
TXN06339,1,4,3310.03,PayNow,2024-05-18,May 2024
TXN06340,5,2,1410.66,PayPal,2024-03-19,Mar 2024
TXN06341,4,4,6396.88,Bank Transfer,2024-05-18,May 2024
TXN06342,5,1,3570.48,Bank Transfer,2024-04-21,Apr 2024
TXN06343,4,5,4572.43,PayNow,2024-04-25,Apr 2024
TXN06344,5,2,5498.64,Bank Transfer,2024-02-22,Feb 2024
TXN06345,1,2,6230.69,PayPal,2024-05-26,May 2024
TXN06346,4,2,1262.88,PayNow,2024-05-12,May 2024
TXN06347,4,2,1398.73,PayNow,2024-01-06,Jan 2024
TXN06348,7,3,8079.74,Credit Card,2024-05-28,May 2024
TXN06349,3,3,610.99,PayPal,2024-01-08,Jan 2024
TXN06350,7,1,4331.09,PayPal,2024-04-21,Apr 2024
TXN06351,5,4,4466.74,Credit Card,2024-02-27,Feb 2024
TXN06352,7,2,1852.1,PayNow,2024-03-17,Mar 2024
TXN06353,1,2,5513.5,Bank Transfer,2024-01-23,Jan 2024
TXN06354,3,4,4120.77,Bank Transfer,2024-03-20,Mar 2024
TXN06355,6,3,5876.81,PayPal,2024-01-27,Jan 2024
TXN06356,8,3,2456.03,PayPal,2024-03-02,Mar 2024
TXN06357,5,5,3699.76,PayNow,2024-02-28,Feb 2024
TXN06358,4,5,5847.38,PayNow,2024-01-02,Jan 2024
TXN06359,7,3,4637.06,PayNow,2024-03-14,Mar 2024
TXN06360,2,4,1052.97,PayPal,2024-02-20,Feb 2024
TXN06361,1,1,1921.36,Credit Card,2024-02-25,Feb 2024
TXN06362,3,4,9430.14,PayPal,2024-01-05,Jan 2024
TXN06363,4,2,3833.78,PayPal,2024-04-06,Apr 2024
TXN06364,4,2,2115.11,Bank Transfer,2024-04-28,Apr 2024
TXN06365,8,3,5860.66,Credit Card,2024-03-13,Mar 2024
TXN06366,7,1,8071.01,Credit Card,2024-04-19,Apr 2024
TXN06367,1,3,5712.8,PayPal,2024-01-09,Jan 2024
TXN06368,1,4,2474.79,Bank Transfer,2024-04-11,Apr 2024
TXN06369,5,3,9277.76,PayPal,2024-04-15,Apr 2024
TXN06370,4,4,5383.93,PayNow,2024-05-22,May 2024
TXN06371,2,4,9921.34,Credit Card,2024-03-12,Mar 2024
TXN06372,4,4,1418.91,PayPal,2024-01-06,Jan 2024
TXN06373,6,5,1520.7,PayNow,2024-03-15,Mar 2024
TXN06374,8,2,7299.84,PayPal,2024-03-30,Mar 2024
TXN06375,5,3,9184.58,Bank Transfer,2024-04-21,Apr 2024
TXN06376,8,5,8880.74,PayNow,2024-02-29,Feb 2024
TXN06377,1,3,4195.42,PayNow,2024-02-03,Feb 2024
TXN06378,4,4,5652.04,PayNow,2024-01-23,Jan 2024
TXN06379,8,1,6137.44,Bank Transfer,2024-04-25,Apr 2024
TXN06380,5,2,8245.24,PayNow,2024-04-23,Apr 2024
TXN06381,7,5,3529.66,Bank Transfer,2024-01-12,Jan 2024
TXN06382,1,4,1998.56,PayNow,2024-05-08,May 2024
TXN06383,3,2,928.25,PayPal,2024-01-15,Jan 2024
TXN06384,7,5,9546.87,Bank Transfer,2024-03-12,Mar 2024
TXN06385,4,3,7858.02,Bank Transfer,2024-03-08,Mar 2024
TXN06386,5,5,4354.15,PayNow,2024-04-01,Apr 2024
TXN06387,2,2,8292.35,PayNow,2024-02-15,Feb 2024
TXN06388,1,2,5291.84,Credit Card,2024-04-09,Apr 2024
TXN06389,1,2,3636.12,PayNow,2024-01-02,Jan 2024
TXN06390,5,4,4558.08,PayNow,2024-04-17,Apr 2024
TXN06391,1,2,5030.92,PayNow,2024-05-30,May 2024
TXN06392,5,4,4587.97,Credit Card,2024-04-22,Apr 2024
TXN06393,7,1,2269.5,Credit Card,2024-01-21,Jan 2024
TXN06394,1,2,7406.73,PayPal,2024-03-27,Mar 2024
TXN06395,6,5,7992.19,Credit Card,2024-03-21,Mar 2024
TXN06396,1,1,7984.37,PayNow,2024-05-24,May 2024
TXN06397,6,5,6220.69,Bank Transfer,2024-02-01,Feb 2024
TXN06398,6,2,8528.38,PayPal,2024-02-25,Feb 2024
TXN06399,1,1,8241.76,PayNow,2024-04-12,Apr 2024
TXN06400,1,1,2089.83,PayNow,2024-03-21,Mar 2024
TXN06401,4,5,609.84,Credit Card,2024-05-03,May 2024
TXN06402,3,3,8201.14,PayPal,2024-01-18,Jan 2024
TXN06403,2,3,5809.9,PayPal,2024-01-25,Jan 2024
TXN06404,5,5,5897.94,Credit Card,2024-01-24,Jan 2024
TXN06405,7,3,843.73,PayNow,2024-02-18,Feb 2024
TXN06406,2,5,1401.44,Bank Transfer,2024-03-27,Mar 2024
TXN06407,7,5,4661.21,PayPal,2024-05-27,May 2024
TXN06408,2,4,573.97,Credit Card,2024-05-06,May 2024
TXN06409,3,5,8581.55,Bank Transfer,2024-03-20,Mar 2024
TXN06410,6,1,5158.76,Credit Card,2024-05-22,May 2024
TXN06411,2,2,9646.97,Bank Transfer,2024-04-18,Apr 2024
TXN06412,3,1,7742.86,PayNow,2024-02-23,Feb 2024
TXN06413,6,2,9636.34,Credit Card,2024-05-27,May 2024
TXN06414,5,1,6824.39,Bank Transfer,2024-05-24,May 2024
TXN06415,2,4,5212.25,PayNow,2024-05-02,May 2024
TXN06416,3,4,2921.42,Credit Card,2024-04-08,Apr 2024
TXN06417,7,1,1148.79,Bank Transfer,2024-04-09,Apr 2024
TXN06418,3,1,6671.83,Credit Card,2024-04-16,Apr 2024
TXN06419,6,1,4578.6,PayPal,2024-04-09,Apr 2024
TXN06420,3,1,1619.86,PayPal,2024-01-24,Jan 2024
TXN06421,2,5,1277.75,Credit Card,2024-01-13,Jan 2024
TXN06422,4,5,8515.68,Bank Transfer,2024-02-03,Feb 2024
TXN06423,1,2,3583.19,PayPal,2024-02-20,Feb 2024
TXN06424,3,1,4577.31,Bank Transfer,2024-05-28,May 2024
TXN06425,2,3,8251.94,PayNow,2024-02-26,Feb 2024
TXN06426,2,1,8873.99,PayPal,2024-04-20,Apr 2024
TXN06427,7,5,959.82,PayNow,2024-01-28,Jan 2024
TXN06428,1,3,2051.13,Credit Card,2024-04-01,Apr 2024
TXN06429,1,2,8029.76,Credit Card,2024-02-06,Feb 2024
TXN06430,2,4,7967.22,Credit Card,2024-05-12,May 2024
TXN06431,1,3,2923.53,PayPal,2024-05-22,May 2024
TXN06432,2,5,5245.85,Credit Card,2024-01-11,Jan 2024
TXN06433,1,5,8487.41,PayNow,2024-03-06,Mar 2024
TXN06434,6,3,3164.65,PayNow,2024-04-18,Apr 2024
TXN06435,7,1,6110.91,PayNow,2024-01-08,Jan 2024
TXN06436,1,4,8363.11,PayPal,2024-05-08,May 2024
TXN06437,6,4,4605.88,Bank Transfer,2024-03-08,Mar 2024
TXN06438,6,5,6711.68,PayPal,2024-05-19,May 2024
TXN06439,3,5,9836.62,Credit Card,2024-03-07,Mar 2024
TXN06440,3,5,6750.29,PayNow,2024-03-19,Mar 2024
TXN06441,8,4,9123.16,Bank Transfer,2024-04-01,Apr 2024
TXN06442,4,5,3232.72,PayPal,2024-03-21,Mar 2024
TXN06443,2,5,8161.01,Bank Transfer,2024-04-09,Apr 2024
TXN06444,2,4,9412.47,PayNow,2024-01-12,Jan 2024
TXN06445,3,5,9813.9,PayPal,2024-05-06,May 2024
TXN06446,8,3,6886.81,PayPal,2024-02-01,Feb 2024
TXN06447,6,5,9113.05,Bank Transfer,2024-05-12,May 2024
TXN06448,3,5,8163.06,PayPal,2024-04-09,Apr 2024
TXN06449,2,4,4175.99,PayPal,2024-01-22,Jan 2024
